bikes_left,bikes_right,cars_left,cars_right,direction,last_data_package,mac,manual,pedestrians_left,pedestrians_right,segment_id,status,time_added,user_id
True,True,True,True,True,2019-06-24T05:17:17.185Z,202481593158042,False,False,False,424626,non_active,2019-05-06T06:35:17.907Z,328
False,False,True,True,False,2019-11-24T10:41:55.600Z,202481596160564,False,False,False,66419,non_active,2019-11-03T14:11:29.549Z,806
True,True,True,True,True,,202481599253187,False,False,False,245101,non_active,2019-10-02T18:46:11.309Z,578
True,True,True,True,True,2019-12-06T13:00:20.286Z,202481597992119,False,False,True,108804,non_active,2019-11-21T15:54:26.320Z,1004
False,True,True,True,True,,202481596808471,False,False,True,84238,non_active,2019-05-05T08:10:38.265Z,255
True,True,True,True,True,,202481599852428,False,True,True,167967,non_active,2019-10-29T11:40:26.047Z,1018
True,False,True,True,True,2019-08-10T22:32:03.981Z,202481597739686,False,False,True,506090,non_active,2019-04-08T13:24:10.832Z,206
True,True,True,True,False,,202481598347182,False,True,True,349811,non_active,2019-05-31T14:16:17.988Z,395
True,True,True,True,False,2019-11-24T14:16:41.013Z,202481590924120,False,True,True,45082,non_active,2019-11-18T09:57:56.792Z,582
False,False,True,True,True,,202481597416504,False,True,True,347138,non_active,2019-04-03T19:12:16.043Z,76
True,True,True,True,True,2020-02-15T08:40:06.160Z,202481590101598,False,True,True,66257,non_active,2019-10-30T13:27:39.490Z,1005
False,False,True,True,True,,202481592634808,False,True,True,2000026769,non_active,2019-08-28T09:36:17.197Z,492
True,True,True,True,True,,202481586031367,False,True,True,3000136655,non_active,2019-11-02T18:40:10.943Z,28
True,True,True,True,False,,20245896252446,False,True,True,192,non_active,2019-11-04T14:47:00.029Z,11
True,True,True,True,True,2019-11-21T23:50:35.109Z,202481597568564,False,True,True,350007,non_active,2019-05-07T19:03:40.737Z,347
True,True,True,True,False,2019-05-24T23:19:30.985Z,202481589539438,False,True,True,425580,non_active,2019-04-27T09:42:12.818Z,125
True,True,True,True,False,,202481598948554,False,True,True,349726,non_active,2019-06-21T19:53:09.010Z,167
True,True,True,True,False,2019-05-12T22:19:34.689Z,202481588250983,False,False,True,506089,non_active,2019-04-12T14:40:32.093Z,213
True,True,True,True,True,,2024,False,True,True,1003073668,non_active,2020-01-30T13:18:36.646Z,1093
True,True,True,True,False,2019-11-30T11:01:49.861Z,202481588697141,False,True,True,2000026746,non_active,2019-08-23T12:00:22.532Z,493
True,True,True,True,True,2020-02-17T20:04:56.733Z,202481600988678,False,False,False,54772,active,2019-09-07T10:29:14.137Z,521
False,True,True,True,False,2020-02-17T20:07:19.542Z,202481598421115,False,False,True,9000000027,active,2020-02-02T13:09:37.566Z,1455
True,True,True,True,False,2020-02-17T20:07:34.835Z,202481601621334,False,True,True,351347,active,2019-03-23T11:41:06.642Z,79
True,True,True,True,False,2020-02-17T20:05:18.614Z,202481592644246,False,False,False,362744,active,2020-01-11T10:57:11.316Z,1359
True,True,True,True,False,2020-02-17T20:07:34.835Z,202481601621334,False,True,True,349801,active,2019-03-25T18:51:02.387Z,79
True,True,True,True,False,2020-02-17T20:05:24.510Z,202481601620492,False,False,False,348095,active,2019-04-04T11:04:16.605Z,182
True,True,True,True,True,2020-02-17T20:07:34.835Z,202481601621334,False,True,True,349801,active,2019-04-01T15:43:10.167Z,79
True,True,True,True,True,2020-02-17T20:08:57.017Z,202481591397997,False,True,True,463565,active,2019-09-19T13:43:05.726Z,428
True,True,True,True,False,2020-02-17T20:07:11.189Z,202481601604950,False,True,True,44520,active,2019-11-02T10:31:14.616Z,819
True,True,True,True,True,2020-02-17T20:05:08.197Z,202481592616076,False,False,False,426009,active,2020-01-08T11:11:35.869Z,1346
False,True,True,True,False,2020-02-17T20:06:23.241Z,202481592044964,False,False,True,2000003930,active,2019-12-20T04:03:17.605Z,1237
False,True,True,True,True,2020-02-17T20:06:23.241Z,202481592044964,False,False,True,348947,active,2020-01-10T09:36:04.142Z,1237
True,True,True,True,True,2020-02-17T20:07:12.388Z,202481590668334,False,True,False,9000000028,active,2020-02-02T15:11:07.255Z,1332
True,True,True,True,True,2020-02-17T20:07:14.071Z,202481601169573,False,False,True,350318,active,2019-05-09T10:52:49.738Z,354
True,True,True,True,False,2020-02-17T20:07:14.716Z,202481589502796,False,True,True,307815,active,2019-11-25T10:38:10.656Z,1179
True,True,True,True,False,2020-02-17T20:07:14.716Z,202481589502796,False,True,True,307899,active,2019-11-22T12:51:26.904Z,1179
True,True,True,True,True,2020-02-17T20:07:17.786Z,202481601778936,False,True,True,370890,active,2020-01-15T15:12:33.507Z,1381
True,True,True,True,True,2020-02-17T20:07:17.786Z,202481601778936,False,True,True,370892,active,2020-01-15T17:04:17.035Z,1381
True,True,True,True,False,2020-02-17T20:08:57.017Z,202481591397997,False,True,True,170831,active,2019-07-04T11:55:56.982Z,428
True,True,True,True,True,2020-02-17T20:08:57.017Z,202481591397997,False,False,False,463565,active,2019-09-19T07:47:12.970Z,539
True,True,True,True,False,2020-02-17T20:07:02.754Z,202481592125765,False,True,True,334060,active,2019-09-24T18:31:52.561Z,543
True,True,True,True,False,2020-02-17T20:07:13.249Z,202481599790000,False,False,True,340160,active,2019-09-04T09:37:53.364Z,510
True,True,True,True,False,2020-02-17T20:07:17.716Z,202481586449890,False,True,True,122547,active,2019-12-24T15:34:49.012Z,1311
False,True,True,True,False,2020-02-17T20:09:38.435Z,202481598929466,False,False,False,317114,active,2019-10-31T13:57:14.965Z,871
True,True,True,True,True,2020-02-17T20:09:44.525Z,202481591773391,False,True,True,370891,active,2020-01-15T16:31:48.777Z,1382
True,True,True,True,True,2020-02-17T20:05:03.038Z,202481592376930,False,False,False,347690,active,2019-05-18T08:03:31.413Z,368
False,True,True,True,True,2020-02-17T20:06:23.241Z,202481592044964,False,False,True,2000010801,active,2019-12-06T12:51:59.386Z,1237
False,False,True,True,True,2020-02-17T20:07:29.557Z,202481600791034,False,False,False,80533,active,2019-12-21T09:38:37.761Z,1292
True,True,True,True,True,2020-02-17T20:07:34.960Z,202481601781048,False,False,True,349547,active,2019-10-14T10:35:53.145Z,837
True,True,True,True,False,2020-02-17T20:07:44.483Z,202481592771284,False,True,True,279199,active,2019-05-05T18:27:19.387Z,323
True,True,True,True,True,2020-02-17T20:07:49.786Z,202481591096087,False,False,False,362756,active,2019-12-07T10:38:36.415Z,1238
True,True,True,True,True,2020-02-17T20:07:55.460Z,202481599778524,False,True,True,244812,active,2019-10-21T19:25:09.583Z,971
True,True,True,True,False,2020-02-17T20:09:44.525Z,202481591773391,False,True,True,370892,active,2020-01-15T15:19:37.784Z,1382
True,True,True,True,True,2020-02-17T20:08:50.812Z,202481600347955,False,True,True,346075,active,2019-11-02T17:28:26.614Z,672
True,True,True,True,True,2020-02-17T20:09:46.764Z,202481602343989,False,True,True,9000000010,active,2020-01-31T19:58:47.400Z,1424
True,True,True,True,True,2020-02-17T20:07:15.930Z,202481594789278,False,True,True,429638,active,2019-11-20T14:49:19.351Z,532
False,True,True,True,False,2020-02-17T20:07:30.939Z,202481587248487,False,False,True,283892,active,2020-01-02T11:29:36.129Z,330
True,True,True,True,False,2020-02-17T20:08:11.937Z,202481586518586,False,False,True,1003073434,active,2019-11-10T10:04:21.918Z,1084
False,True,True,True,True,,202481589364299,False,False,True,1011117339,non_active,2019-11-17T16:31:13.966Z,1158
True,True,True,True,True,2019-10-12T01:17:07.673Z,202481591859996,False,False,True,59793,non_active,2019-09-04T08:19:51.331Z,508
True,True,True,True,True,2019-11-25T13:47:03.014Z,202481588203700,False,False,True,45358,non_active,2019-09-30T17:44:31.894Z,573
True,True,True,True,False,,202481590717276,False,True,True,2000026746,non_active,2019-10-23T08:18:12.936Z,493
True,True,True,True,False,2019-11-21T13:23:09.054Z,202481593568812,False,True,True,71846,non_active,2019-08-13T06:10:14.733Z,466
False,True,True,True,True,,202481591845594,False,False,True,350499,non_active,2019-03-24T17:15:27.600Z,96
True,False,True,True,False,,1003073538,False,True,True,1003073538,non_active,2019-12-25T13:01:47.510Z,1083
False,True,True,True,True,,202481598642413,False,False,True,418799,non_active,2019-07-20T09:22:24.768Z,280
True,True,True,True,False,,202481592085942,False,False,True,349692,non_active,2019-04-01T11:20:36.084Z,144
True,True,True,True,True,2019-07-22T14:30:49.483Z,202481595986230,False,False,True,420847,non_active,2019-05-05T12:58:14.695Z,319
True,True,True,True,False,2019-11-14T15:09:03.894Z,202481599559710,False,True,True,443831,non_active,2019-10-20T12:05:34.879Z,869
True,True,True,True,True,2019-06-03T23:24:19.603Z,202481593603014,False,False,True,349448,non_active,2019-04-16T20:58:31.037Z,212
True,True,True,True,False,,202481587243884,False,True,True,9000000005,non_active,2020-02-07T14:04:59.506Z,1215
True,True,True,True,True,,2024,False,False,True,159002,non_active,2020-02-05T11:39:41.434Z,949
False,True,True,True,False,,202481601078896,False,False,True,385814,non_active,2019-10-30T15:42:23.148Z,1033
True,True,True,True,False,,180621,False,True,True,102346,non_active,2020-01-16T12:30:39.298Z,1379
True,True,True,True,False,2019-07-31T09:46:43.172Z,202481589296189,False,True,True,349705,non_active,2019-03-30T16:16:12.117Z,159
True,True,True,True,True,2019-05-01T01:23:36.537Z,202481593863931,False,False,False,350056,non_active,2019-03-26T17:58:35.779Z,105
False,False,True,True,True,2020-01-29T02:13:45.390Z,202481597309002,False,False,False,347641,non_active,2019-05-07T16:18:46.153Z,344
False,True,True,True,True,2019-12-01T14:08:35.374Z,202481586689862,False,False,True,20499,non_active,2019-11-30T11:39:10.941Z,1214
True,True,True,True,True,2019-05-14T04:24:45.485Z,202481587846152,False,False,True,420686,non_active,2019-05-01T12:07:20.859Z,260
True,True,True,True,False,2019-11-21T13:23:09.054Z,202481593568812,False,False,True,70591,non_active,2019-09-03T11:52:31.510Z,466
False,False,False,False,True,,0,False,False,False,27749,non_active,2019-12-26T15:29:13.673Z,1286
True,True,True,True,True,2019-04-21T11:16:37.974Z,202481595570185,False,False,True,158946,non_active,2019-04-14T14:59:07.036Z,217
True,True,True,True,False,2019-09-26T23:47:41.035Z,202481594876945,False,False,True,59835,non_active,2019-08-20T19:36:40.446Z,487
True,True,True,True,False,2019-10-30T23:16:43.126Z,202481587602428,False,False,False,59666,non_active,2019-08-02T09:19:59.909Z,450
True,True,True,True,True,,202481597036794,False,True,True,166007,non_active,2019-06-12T15:27:26.851Z,400
True,True,True,True,True,2019-06-03T01:42:47.758Z,202481598948554,False,True,True,349727,non_active,2019-04-16T18:08:13.122Z,167
True,True,True,True,True,2019-09-24T00:40:55.437Z,202481601318673,False,False,True,420497,non_active,2019-05-08T16:03:36.376Z,50
True,True,True,True,True,2019-11-29T06:50:01.340Z,202481592864944,False,True,True,491825,non_active,2019-07-14T10:43:05.712Z,433
True,True,True,True,False,2019-11-30T08:01:53.183Z,202481599936950,False,False,False,522820,non_active,2019-05-03T09:30:25.047Z,240
True,True,True,True,False,2019-11-21T13:23:09.054Z,202481593568812,False,False,True,71013,non_active,2019-08-16T10:48:17.331Z,466
True,True,True,True,True,,202481590717276,False,True,True,2000026706,non_active,2019-10-22T09:26:11.515Z,493
True,False,True,True,True,2019-12-05T12:11:56.767Z,202481591815629,False,True,True,170331,non_active,2019-05-02T15:25:14.816Z,281
False,True,True,True,False,,202481600857487,False,False,True,178514,non_active,2019-12-21T15:39:13.440Z,1273
False,True,True,True,False,2019-05-14T23:53:32.271Z,202481594612507,False,False,True,74942,non_active,2019-05-03T09:41:22.745Z,291
True,True,True,True,True,2019-04-28T17:10:39.953Z,202481592268818,False,True,True,350306,non_active,2019-03-31T11:59:13.623Z,163
False,True,True,True,True,,202481596797536,False,False,True,159064,non_active,2019-12-02T15:47:35.120Z,1224
True,True,True,True,True,2019-06-05T22:26:48.504Z,202481601306663,False,True,True,84923,non_active,2019-05-05T09:17:29.841Z,261
False,True,True,True,True,,202481589043047,False,False,True,442623,non_active,2019-10-08T09:52:21.241Z,585
True,True,True,True,False,2020-01-26T14:12:23.870Z,202481601078810,False,False,False,1003073669,non_active,2019-11-17T11:38:10.682Z,1146
True,True,True,True,False,2019-07-27T22:14:05.694Z,202481600450929,False,True,True,349796,non_active,2019-03-30T14:01:38.104Z,154
True,True,True,True,False,,2024816020205735,False,False,False,308643,non_active,2019-04-15T16:56:12.455Z,179
False,False,True,True,True,,202481592634808,False,True,True,2000026769,non_active,2019-08-23T08:50:22.390Z,490
True,True,True,True,False,2019-07-01T09:31:53.847Z,202481600129807,False,True,False,166036,non_active,2019-06-14T14:19:22.372Z,402
True,True,True,True,False,2019-11-26T02:57:59.895Z,202481587379596,False,False,True,113715,non_active,2019-08-10T13:41:24.487Z,470
False,True,True,True,True,2019-08-09T07:05:36.281Z,202481596291794,False,False,True,127699,non_active,2019-05-10T16:54:34.688Z,361
True,True,True,True,False,2019-11-18T08:09:20.633Z,202481600961533,False,False,False,272319,non_active,2019-05-01T17:36:32.717Z,257
True,True,True,True,True,2020-01-06T23:34:17.286Z,202481593012194,False,True,True,1003073666,non_active,2020-01-05T15:47:23.122Z,1093
False,True,True,True,False,2019-07-11T05:11:40.433Z,202481598556895,False,False,True,419833,non_active,2019-05-06T17:49:57.976Z,310
False,True,True,True,True,2019-06-27T16:23:29.300Z,202481586224943,False,False,True,108802,non_active,2019-05-03T15:12:53.309Z,282
True,True,True,True,True,2019-08-16T21:01:20.428Z,202481590716405,False,False,True,504927,non_active,2019-04-30T14:11:29.572Z,252
True,True,True,True,True,2019-04-27T22:56:00.384Z,202481602311660,False,True,True,350069,non_active,2019-03-27T18:10:38.070Z,109
True,True,True,True,True,,2202481594749441,False,True,True,113641,non_active,2019-10-16T09:31:00.822Z,588
True,True,True,True,True,2019-10-10T08:14:21.499Z,202481597204296,False,False,True,420805,non_active,2019-05-01T08:59:54.410Z,264
True,True,True,True,True,2019-11-21T13:23:09.054Z,202481593568812,False,False,True,71012,non_active,2019-09-18T13:33:44.816Z,466
True,True,True,True,False,,123456789,False,True,True,9000000065,non_active,2020-02-13T10:51:48.330Z,1502
True,True,True,True,True,2020-02-16T21:56:17.570Z,202481596881634,False,False,True,1003015795,active,2020-01-13T15:51:04.908Z,1357
False,False,True,True,False,,202481600857487,False,False,False,178604,non_active,2019-12-21T15:37:00.452Z,1273
True,True,True,True,False,2019-06-01T18:05:17.571Z,202481589635851,False,False,True,421535,non_active,2019-05-05T10:27:19.850Z,316
True,True,True,True,False,2019-06-11T14:49:12.815Z,202481597036794,False,False,True,166676,non_active,2019-05-25T12:36:47.706Z,342
True,True,True,True,False,2019-07-27T01:53:07.602Z,202481593507280,False,True,True,166009,non_active,2019-05-14T17:32:16.927Z,369
True,True,True,True,True,,2202481594749441,False,False,False,113439,non_active,2020-02-08T10:42:06.115Z,588
True,True,True,True,True,2020-01-11T10:57:56.547Z,202481590708569,False,False,True,506122,non_active,2019-03-29T16:57:46.233Z,146
True,True,True,True,False,,110392255006975,False,False,True,431570,non_active,2019-09-28T13:56:35.620Z,568
True,True,True,True,True,,202481591542436,False,True,True,102241,non_active,2019-04-30T14:25:20.390Z,246
True,True,True,True,True,,202481601738269,False,True,True,349759,non_active,2019-04-21T09:11:28.379Z,227
True,True,True,True,True,,202481596528243,False,False,True,419715,non_active,2019-05-16T19:31:48.495Z,377
True,True,True,True,True,,202481586661290,False,True,True,2000026769,non_active,2019-08-28T09:26:19.779Z,490
True,True,True,True,True,,20248159785671,False,True,True,512968,non_active,2019-04-30T13:22:22.991Z,249
True,True,True,True,False,,202481590269255,False,True,True,349616,non_active,2019-04-15T13:42:20.596Z,223
True,True,True,True,False,,202481596556470,False,True,True,446822,non_active,2019-05-05T18:59:30.479Z,325
True,True,True,True,True,,202481598160973,False,True,True,349398,non_active,2019-03-31T15:27:02.622Z,169
True,True,True,True,True,2019-12-19T00:16:16.282Z,202481589554371,False,True,True,351267,non_active,2019-03-31T14:26:04.081Z,168
False,False,True,True,True,2019-12-20T09:52:37.807Z,202481586504197,False,False,False,27041,non_active,2019-11-03T16:55:57.980Z,646
True,True,True,True,True,2020-02-07T14:01:13.737Z,202481587243884,False,True,True,9000000043,non_active,2020-02-07T13:19:46.147Z,1301
True,True,True,True,True,2020-02-07T14:01:13.737Z,202481587243884,False,True,True,9000000043,non_active,2020-02-07T13:40:40.826Z,1215
True,True,True,True,True,2020-01-06T23:34:17.286Z,202481593012194,False,True,True,1003073668,non_active,2020-01-05T16:04:55.100Z,1093
True,True,True,True,True,2019-11-26T02:57:59.895Z,202481587379596,False,True,True,113030,non_active,2019-10-01T17:35:39.432Z,574
True,True,True,True,True,2019-05-16T20:00:41.764Z,202481587811251,False,False,True,420812,non_active,2019-05-01T16:52:59.053Z,271
True,True,True,True,False,2019-06-11T23:52:25.118Z,202481593331155,False,False,True,350400,non_active,2019-05-05T13:26:35.957Z,274
True,True,True,True,False,2019-10-12T07:03:20.519Z,202481598668005,False,False,False,442623,non_active,2019-09-21T08:34:48.236Z,538
True,True,True,True,True,2019-10-16T23:00:08.298Z,202481587908842,False,True,True,351268,non_active,2019-03-28T11:02:39.976Z,130
True,True,True,True,True,2019-07-01T22:09:27.911Z,202481587993157,False,False,True,420226,non_active,2019-05-05T16:30:30.901Z,321
True,True,True,True,True,2019-09-20T06:34:03.820Z,202481594664156,False,False,True,59668,non_active,2019-09-04T08:46:46.486Z,509
True,True,True,True,False,2019-05-27T00:51:32.613Z,202481595775376,False,True,True,349588,non_active,2019-03-22T10:30:10.573Z,74
True,True,True,True,False,2020-01-16T13:29:00.494Z,202481599721321,False,True,True,102346,non_active,2020-01-16T12:57:41.947Z,1379
True,True,True,True,False,2019-10-17T17:52:41.319Z,9724674743335,False,True,True,166507,non_active,2019-10-14T00:48:42.796Z,765
True,True,True,True,False,2019-11-05T08:06:07.733Z,202481587950663,False,True,True,166507,non_active,2019-10-14T07:56:12.476Z,812
True,True,True,True,False,2019-06-17T09:11:10.599Z,202481600982532,False,False,False,379611,non_active,2019-05-04T16:44:45.703Z,307
True,True,True,True,True,,202481586453883,False,False,True,1003073660,non_active,2019-11-09T12:14:58.935Z,1077
True,True,True,True,True,2019-11-23T19:03:57.421Z,202481590640676,False,True,True,77648,non_active,2019-11-23T15:36:01.047Z,703
False,True,True,True,True,,20248159919098,False,False,True,307985,non_active,2019-11-30T15:21:12.942Z,1209
True,True,True,True,False,2019-08-02T00:34:23.629Z,202481586666060,False,True,True,350401,non_active,2019-03-30T15:19:46.444Z,156
True,True,True,True,True,2019-08-28T19:16:44.692Z,202481596505734,False,True,True,351297,non_active,2019-04-08T15:08:44.856Z,113
False,False,True,True,False,,202481597416504,False,True,True,347138,non_active,2019-03-28T17:44:55.118Z,76
True,True,True,True,False,2019-10-10T01:30:31.301Z,202481588304024,False,False,True,1003049776,non_active,2019-09-26T19:23:18.058Z,551
True,True,True,True,False,2020-02-06T09:46:28.881Z,202481599297519,False,True,True,26137,non_active,2019-10-16T13:55:58.729Z,729
False,False,True,True,True,,202481594312704,False,False,False,307985,non_active,2019-12-04T18:08:43.637Z,1235
True,True,True,True,True,2019-12-19T16:34:13.835Z,202481600556962,False,True,True,122431,non_active,2019-11-20T10:14:54.347Z,939
True,True,True,True,True,2019-03-26T21:20:06.262Z,202481592323937,False,False,True,506176,non_active,2019-03-24T15:59:00.028Z,64
True,True,True,True,True,2019-12-05T02:45:43.780Z,202481588436156,False,False,True,2000009294,non_active,2019-10-16T10:43:20.803Z,904
True,True,True,True,False,,2024816010551609,False,True,False,450997,non_active,2020-02-12T19:32:08.047Z,1403
True,True,True,True,False,,201481591253953,False,True,True,59829,non_active,2019-10-29T09:35:59.262Z,1016
True,True,True,True,True,2019-10-12T01:17:07.673Z,202481591859996,False,False,True,59835,non_active,2019-09-04T08:01:01.669Z,508
True,True,True,True,True,,202481594983079,False,False,True,1003073617,non_active,2019-12-08T09:15:24.215Z,1243
False,True,True,True,True,,202481600857487,False,False,True,178604,non_active,2019-12-21T15:36:15.740Z,1273
